 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   9209.53 | Supplier#000001313 | JAPAN     |     21312 | Manufacturer#5            | 8Rh,5SSqCH                               | 22-203-596-3566 | ckages wake. slyly ironic instructions wake accounts! quickly ironic epitaphs hag
   9185.89 | Supplier#000002639 | INDIA     |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | INDIA     |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | Nation8   |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | Nation8   |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | Nation8   |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | Nation8   |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | Nation8   |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9185.89 | Supplier#000002639 | Nation8   |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes
   9179.69 | Supplier#000007162 | Nation21  |     97161 | Manufacturer#1            | FhVeZZDNEYZH MEcwstpgw7                  | 31-755-574-2420 | lar deposits. blithely even Tiresias cajole quickly around the even, ironic instruc
   9179.69 | Supplier#000007162 | Nation21  |     97161 | Manufacturer#1            | FhVeZZDNEYZH MEcwstpgw7                  | 31-755-574-2420 | lar deposits. blithely even Tiresias cajole quickly around the even, ironic instruc
   9179.69 | Supplier#000007162 | VIETNAM   |     97161 | Manufacturer#1            | FhVeZZDNEYZH MEcwstpgw7                  | 31-755-574-2420 | lar deposits. blithely even Tiresias cajole quickly around the even, ironic instruc
   9179.69 | Supplier#000007162 | VIETNAM   |     97161 | Manufacturer#1            | FhVeZZDNEYZH MEcwstpgw7                  | 31-755-574-2420 | lar deposits. blithely even Tiresias cajole quickly around the even, ironic instruc
   9169.42 | Supplier#000003470 | Nation14  |      8469 | Manufacturer#3            | 5SnLW3RZ9s01wm1bzyMWKh0DemDKwGo          | 24-780-294-7324 | unusual dolphins boost. q
   9169.42 | Supplier#000003470 | Nation14  |      8469 | Manufacturer#3            | 5SnLW3RZ9s01wm1bzyMWKh0DemDKwGo          | 24-780-294-7324 | unusual dolphins boost. q
   9136.90 | Supplier#000007046 | Nation5   |     69527 | Manufacturer#1            | qHGfPK7qr2l9zDGJXz                       | 15-248-134-5861 | c courts nag carefully pending accounts. fluffily expres
   9136.90 | Supplier#000007046 | Nation5   |     69527 | Manufacturer#1            | qHGfPK7qr2l9zDGJXz                       | 15-248-134-5861 | c courts nag carefully pending accounts. fluffily expres
   9106.91 | Supplier#000002560 | Nation6   |        59 | Manufacturer#5            | gC4t9RFtBMoItUG5dPD                      | 16-519-901-3498 | mise furiously permanently ironic foxes. quick
   9106.91 | Supplier#000002560 | Nation6   |        59 | Manufacturer#5            | gC4t9RFtBMoItUG5dPD                      | 16-519-901-3498 | mise furiously permanently ironic foxes. quick
   9094.47 | Supplier#000009830 | INDONESIA |     59829 | Manufacturer#2            | ogbH63pS,VAoiGpDaMDRTSq7coA              | 19-230-592-9116 | ts. quickly pending packages detect carefully among the furiously regular instructions. ent
   9094.47 | Supplier#000009830 | INDONESIA |     59829 | Manufacturer#2            | ogbH63pS,VAoiGpDaMDRTSq7coA              | 19-230-592-9116 | ts. quickly pending packages detect carefully among the furiously regular instructions. ent
   9094.47 | Supplier#000009830 | INDONESIA |     59829 | Manufacturer#2            | ogbH63pS,VAoiGpDaMDRTSq7coA              | 19-230-592-9116 | ts. quickly pending packages detect carefully among the furiously regular instructions. ent
   9094.47 | Supplier#000009830 | INDONESIA |     59829 | Manufacturer#2            | ogbH63pS,VAoiGpDaMDRTSq7coA              | 19-230-592-9116 | ts. quickly pending packages detect carefully among the furiously regular instructions. ent
   9089.82 | Supplier#000008245 | Nation14  |     15743 | Manufacturer#4            | vIiJoknAO qdcpB1KhlxpIe q                | 24-757-792-1443 | y express asymptotes haggle deposits. final deposits boost. quickl
   9089.82 | Supplier#000008245 | Nation14  |     15743 | Manufacturer#4            | vIiJoknAO qdcpB1KhlxpIe q                | 24-757-792-1443 | y express asymptotes haggle deposits. final deposits boost. quickl
   9060.44 | Supplier#000002224 | Nation13  |      4723 | Manufacturer#5            | 08hDtcJ8EUZ0nMxMrZiEiNH9RM08gIqt0DAst    | 23-714-590-7668 | accounts sleep. express, express packages sleep fluffily at the quickly ironic foxes. slyly unusu
   9060.44 | Supplier#000002224 | Nation13  |      4723 | Manufacturer#5            | 08hDtcJ8EUZ0nMxMrZiEiNH9RM08gIqt0DAst    | 23-714-590-7668 | accounts sleep. express, express packages sleep fluffily at the quickly ironic foxes. slyly unusu
   9042.87 | Supplier#000007100 | INDIA     |      7099 | Manufacturer#1            | uepAB9PA3BhNu,THXvIB                     | 18-222-364-6257 | ccounts nag. slyly regular ideas use. furiously regular requests print. unusual, stealthy theodo
   9042.87 | Supplier#000007100 | INDIA     |      7099 | Manufacturer#1            | uepAB9PA3BhNu,THXvIB                     | 18-222-364-6257 | ccounts nag. slyly regular ideas use. furiously regular requests print. unusual, stealthy theodo
   9042.87 | Supplier#000007100 | INDIA     |      7099 | Manufacturer#1            | uepAB9PA3BhNu,THXvIB                     | 18-222-364-6257 | ccounts nag. slyly regular ideas use. furiously regular requests print. unusual, stealthy theodo
   9042.87 | Supplier#000007100 | INDIA     |      7099 | Manufacturer#1            | uepAB9PA3BhNu,THXvIB                     | 18-222-364-6257 | ccounts nag. slyly regular ideas use. furiously regular requests print. unusual, stealthy theodo
   9042.87 | Supplier#000007100 | Nation8   |      7099 | Manufacturer#1            | uepAB9PA3BhNu,THXvIB                     | 18-222-364-6257 | ccounts nag. slyly regular ideas use. furiously regular requests print. unusual, stealthy theodo
   9042.87 | Supplier#000007100 | Nation8   |      7099 | Manufacturer#1            | uepAB9PA3BhNu,THXvIB                     | 18-222-364-6257 | ccounts nag. slyly regular ideas use. furiously regular requests print. unusual, stealthy theodo
   9023.31 | Supplier#000005481 | Nation6   |    152965 | Manufacturer#1            | 3yFBDRhiG1LT7deOr4iojpsa                 | 16-163-758-7030 | y ironic excuses sleep ironic foxes? carefully pending requests haggle carefully 
   9023.31 | Supplier#000005481 | Nation6   |    152965 | Manufacturer#1            | 3yFBDRhiG1LT7deOr4iojpsa                 | 16-163-758-7030 | y ironic excuses sleep ironic foxes? carefully pending requests haggle carefully 
   9014.90 | Supplier#000002084 | Nation5   |     62083 | Manufacturer#5            | ,zeVVYFb6hYoWyJ4kjqm8hT5lzLlW            | 15-241-499-4185 |  deposits haggle doggedly among the furiously even packages. d
   9014.90 | Supplier#000002084 | Nation5   |     62083 | Manufacturer#5            | ,zeVVYFb6hYoWyJ4kjqm8hT5lzLlW            | 15-241-499-4185 |  deposits haggle doggedly among the furiously even packages. d
   9008.68 | Supplier#000009716 | CHINA     |      9715 | Manufacturer#5            | VXVt87Jc Eg2w8x8QGk,c3                   | 28-427-307-2561 | ly unusual pinto beans. sometimes express foxes affix fluffily. bold deposits unwind fluffily r
   9008.68 | Supplier#000009716 | CHINA     |      9715 | Manufacturer#5            | VXVt87Jc Eg2w8x8QGk,c3                   | 28-427-307-2561 | ly unusual pinto beans. sometimes express foxes affix fluffily. bold deposits unwind fluffily r
   9007.95 | Supplier#000003176 | INDONESIA |     40671 | Manufacturer#3            | YUCh3B5y69ydExisZud1X                    | 19-755-792-6352 | n pinto beans. furiously final requests sleep according to the regular deposits? slyly ironic 
   9007.95 | Supplier#000003176 | INDONESIA |     40671 | Manufacturer#3            | YUCh3B5y69ydExisZud1X                    | 19-755-792-6352 | n pinto beans. furiously final requests sleep according to the regular deposits? slyly ironic 
   9007.95 | Supplier#000003176 | INDONESIA |     40671 | Manufacturer#3            | YUCh3B5y69ydExisZud1X                    | 19-755-792-6352 | n pinto beans. furiously final requests sleep according to the regular deposits? slyly ironic 
   9007.95 | Supplier#000003176 | INDONESIA |     40671 | Manufacturer#3            | YUCh3B5y69ydExisZud1X                    | 19-755-792-6352 | n pinto beans. furiously final requests sleep according to the regular deposits? slyly ironic 
   8973.86 | Supplier#000006905 | JAPAN     |    109374 | Manufacturer#2            | VAktOD8JapqInpe5xjxDUSic2DnfLFOt4kyTWEw  | 22-648-880-9962 | ounts cajole among the final deposits. slyly
   8973.86 | Supplier#000006905 | JAPAN     |    109374 | Manufacturer#2            | VAktOD8JapqInpe5xjxDUSic2DnfLFOt4kyTWEw  | 22-648-880-9962 | ounts cajole among the final deposits. slyly
   8940.75 | Supplier#000003698 | Nation21  |    108677 | Manufacturer#2            | lnSEu64ca4B53BfznJPg                     | 31-804-633-2078 | nal theodolites boost fluffily blithely final 
   8940.75 | Supplier#000003698 | Nation21  |    108677 | Manufacturer#2            | lnSEu64ca4B53BfznJPg                     | 31-804-633-2078 | nal theodolites boost fluffily blithely final 
   8940.75 | Supplier#000003698 | VIETNAM   |    108677 | Manufacturer#2            | lnSEu64ca4B53BfznJPg                     | 31-804-633-2078 | nal theodolites boost fluffily blithely final 
   8940.75 | Supplier#000003698 | VIETNAM   |    108677 | Manufacturer#2            | lnSEu64ca4B53BfznJPg                     | 31-804-633-2078 | nal theodolites boost fluffily blithely final 
   8901.67 | Supplier#000009387 | CHINA     |     41874 | Manufacturer#2            | 7POl yxTprmpFaFkLy3m                     | 28-157-601-9339 | oost carefully idle, ironic packages. slyly special foxes along the fluffily unusual
   8901.67 | Supplier#000009387 | CHINA     |     41874 | Manufacturer#2            | 7POl yxTprmpFaFkLy3m                     | 28-157-601-9339 | oost carefully idle, ironic packages. slyly special foxes along the fluffily unusual
   8865.64 | Supplier#000003881 | Nation5   |     11379 | Manufacturer#2            | vmqfjM73hPvUEaE3dR0ITCrqUDl4ccNd77Q      | 15-818-549-6778 | ular, regular accounts. regular foxes wake blithely accordi
   8865.64 | Supplier#000003881 | Nation5   |     11379 | Manufacturer#2            | vmqfjM73hPvUEaE3dR0ITCrqUDl4ccNd77Q      | 15-818-549-6778 | ular, regular accounts. regular foxes wake blithely accordi
   8853.41 | Supplier#000002813 | Nation14  |     52812 | Manufacturer#4            | 9 FfkJtSNtSks3                           | 24-407-542-6533 | bravely even deposits. express theodolites was blith
   8853.41 | Supplier#000002813 | Nation14  |     52812 | Manufacturer#4            | 9 FfkJtSNtSks3                           | 24-407-542-6533 | bravely even deposits. express theodolites was blith
   8853.39 | Supplier#000004123 | JAPAN     |    199084 | Manufacturer#5            | cj mnWwEmCpO3LHL2                        | 22-394-647-5982 | ual pinto beans alongside of the quickly pending packages detect alongside of
